,Knesset Number,Member ID,First Name,Last Name,Gender,Party ID,Party Name,Role ID,Role Desc
243,8,2262,פסח,גרופר,זכר,,,42,חבר ועדה
244,8,2287,מתתיהו,דרובלס,זכר,,,42,חבר ועדה
245,8,2451,יצחק,מודעי,זכר,,,42,חבר ועדה
246,8,2593,יוסף,קרמרמן,זכר,,,42,חבר ועדה
247,8,2676,שמואל,תמיר,זכר,,,42,חבר ועדה
248,8,2337,הלל,זיידל,זכר,,,42,חבר ועדה
249,8,2319,מאיר,וילנר,זכר,,,42,חבר ועדה
250,8,2144,סיף-אלדין,אלזועבי,זכר,,,42,חבר ועדה
251,8,2146,אריה לובה,אליאב,זכר,,,42,חבר ועדה
252,8,2194,יצחק,בן-אהרן,זכר,,,42,חבר ועדה
253,8,2292,גדעון,האוזנר,זכר,,,42,חבר ועדה
254,8,2342,דב,זכין,זכר,,,42,חבר ועדה
255,8,2380,גד,יעקבי,זכר,,,42,חבר ועדה
256,8,2415,משה,כרמל,זכר,,,42,חבר ועדה
257,8,2476,יצחק,נבון,זכר,,,42,חבר ועדה
258,8,2565,חיים יוסף,צדוק,זכר,,,42,חבר ועדה
259,8,2388,אהרן,יריב,זכר,,,42,חבר ועדה
260,8,2388,אהרן,יריב,זכר,,,42,חבר ועדה
261,8,2674,מאיר,תלמי,זכר,,,42,חבר ועדה
262,8,2294,יגאל,הורביץ,זכר,,,42,חבר ועדה
263,8,2298,בנימין,הלוי,זכר,,,42,חבר ועדה
264,8,2382,אביעד,יפה,זכר,,,42,חבר ועדה
265,8,2442,חיים,לנדאו,זכר,,,42,חבר ועדה
266,8,2609,אלימלך-שמעון,רימלט,זכר,,,42,חבר ועדה
267,8,482,אריאל,שרון,זכר,,,42,חבר ועדה
268,8,2676,שמואל,תמיר,זכר,,,42,חבר ועדה
269,8,2615,יצחק,רפאל,זכר,,,42,חבר ועדה
270,8,2615,יצחק,רפאל,זכר,,,42,חבר ועדה
271,8,2251,אברהם,גיבלבר,זכר,,,42,חבר ועדה
272,8,2296,מנחם,הכהן,זכר,,,42,חבר ועדה
273,8,2309,אסתר,הרליץ,נקבה,,,66,חברת ועדה
274,8,2327,משה,ורטמן,זכר,,,42,חבר ועדה
275,8,2579,דוד,קורן,זכר,,,42,חבר ועדה
276,8,2604,אליעזר,רונן,זכר,,,42,חבר ועדה
277,8,2176,ידידיה,בארי,זכר,,,42,חבר ועדה
278,8,2382,אביעד,יפה,זכר,,,42,חבר ועדה
279,8,2652,יצחק,שמיר,זכר,,,42,חבר ועדה
280,8,2675,יוסף,תמיר,זכר,,,42,חבר ועדה
281,8,2119,אהרן,אבוחצירא,זכר,,,42,חבר ועדה
282,8,2324,אברהם,ורדיגר,זכר,,,42,חבר ועדה
283,8,2655,יהודה,שערי,זכר,,,42,חבר ועדה
284,8,2363,תופיק,טובי,זכר,,,42,חבר ועדה
285,8,2450,בועז,מואב,זכר,,,42,חבר ועדה
286,8,2206,מרדכי,בן-פורת,זכר,,,42,חבר ועדה
287,8,2309,אסתר,הרליץ,נקבה,,,66,חברת ועדה
288,8,2520,אברהם,עופר,זכר,,,42,חבר ועדה
289,8,2565,חיים יוסף,צדוק,זכר,,,42,חבר ועדה
290,8,2604,אליעזר,רונן,זכר,,,42,חבר ועדה
291,8,2633,משה,שחל,זכר,,,42,חבר ועדה
292,8,2126,שניאור זלמן,אברמוב,זכר,,,42,חבר ועדה
293,8,2168,יורם,ארידור,זכר,,,42,חבר ועדה
294,8,2298,בנימין,הלוי,זכר,,,42,חבר ועדה
295,8,2489,משה,נסים,זכר,,,42,חבר ועדה
296,8,2202,יהודה,בן-מאיר,זכר,,,42,חבר ועדה
297,8,2549,מנחם,פרוש,זכר,,,42,חבר ועדה
298,8,2292,גדעון,האוזנר,זכר,,,42,חבר ועדה
299,8,2251,אברהם,גיבלבר,זכר,,,42,חבר ועדה
300,8,2261,חייקה,גרוסמן,נקבה,,,66,חברת ועדה
301,8,2357,מיכאל,חריש,זכר,,,42,חבר ועדה
302,8,2487,אורה,נמיר,נקבה,,,66,חברת ועדה
303,8,2176,ידידיה,בארי,זכר,,,42,חבר ועדה
304,8,2283,ליאון,דיציאן,זכר,,,42,חבר ועדה
305,8,2287,מתתיהו,דרובלס,זכר,,,42,חבר ועדה
306,8,2368,מנחם,ידיד,זכר,,,42,חבר ועדה
307,8,2325,זרח,ורהפטיג,זכר,,,42,חבר ועדה
308,8,2643,פנחס,שינמן,זכר,,,42,חבר ועדה
309,8,2324,אברהם,ורדיגר,זכר,,,42,חבר ועדה
310,8,2337,הלל,זיידל,זכר,,,42,חבר ועדה
311,8,2334,תופיק,זיאד,זכר,,,42,חבר ועדה
312,8,2143,שולמית,אלוני,נקבה,,,66,חברת ועדה
313,8,2194,יצחק,בן-אהרן,זכר,,,42,חבר ועדה
314,8,2296,מנחם,הכהן,זכר,,,42,חבר ועדה
315,8,2332,עבדול-עזיז,זועבי,זכר,,,42,חבר ועדה
316,8,2382,אביעד,יפה,זכר,,,42,חבר ועדה
317,8,2453,אליהו,מויאל,זכר,,,42,חבר ועדה
318,8,2487,אורה,נמיר,נקבה,,,66,חברת ועדה
319,8,512,יוסי,שריד,זכר,,,42,חבר ועדה
320,8,2392,גאולה,כהן,נקבה,,,66,חברת ועדה
321,8,2558,יצחק,פרץ,זכר,,,42,חבר ועדה
322,8,2645,אברהם,שכטרמן,זכר,,,42,חבר ועדה
323,8,2119,אהרן,אבוחצירא,זכר,,,42,חבר ועדה
324,8,2643,פנחס,שינמן,זכר,,,42,חבר ועדה
325,8,2549,מנחם,פרוש,זכר,,,42,חבר ועדה
326,8,2334,תופיק,זיאד,זכר,,,42,חבר ועדה
327,8,2552,מרשה,פרידמן,נקבה,,,66,חברת ועדה
328,8,2547,מאיר,פעיל,זכר,,,42,חבר ועדה
329,8,2162,שושנה,ארבלי-אלמוזלינו,נקבה,,,66,חברת ועדה
330,8,2224,משה,ברעם,זכר,,,42,חבר ועדה
331,8,2327,משה,ורטמן,זכר,,,42,חבר ועדה
332,8,2290,יהודה (יודין),דרניצקי,זכר,,,42,חבר ועדה
333,8,2453,אליהו,מויאל,זכר,,,42,חבר ועדה
334,8,2168,יורם,ארידור,זכר,,,42,חבר ועדה
335,8,2283,ליאון,דיציאן,זכר,,,42,חבר ועדה
336,8,2262,פסח,גרופר,זכר,,,42,חבר ועדה
337,8,536,דוד,לוי,זכר,,,42,חבר ועדה
338,8,2437,אמנון,לין,זכר,,,42,חבר ועדה
339,8,2120,אליעזר,אבטבי,זכר,,,42,חבר ועדה
340,8,2337,הלל,זיידל,זכר,,,42,חבר ועדה
341,8,2418,אברהם,לבנבראון,זכר,,,42,חבר ועדה
342,8,2206,מרדכי,בן-פורת,זכר,,,42,חבר ועדה
343,8,2224,משה,ברעם,זכר,,,42,חבר ועדה
344,8,2261,חייקה,גרוסמן,נקבה,,,66,חברת ועדה
345,8,2415,משה,כרמל,זכר,,,42,חבר ועדה
346,8,2592,ישראל,קרגמן,זכר,,,42,חבר ועדה
347,8,2181,יוחנן,בדר,זכר,,,42,חבר ועדה
348,8,2294,יגאל,הורביץ,זכר,,,42,חבר ועדה
349,8,2451,יצחק,מודעי,זכר,,,42,חבר ועדה
350,8,2477,עקיבא,נוף,זכר,,,42,חבר ועדה
351,8,2675,יוסף,תמיר,זכר,,,42,חבר ועדה
352,8,2454,ג'בר,מועדי,זכר,,,42,חבר ועדה
353,8,2466,אברהם,מלמד,זכר,,,42,חבר ועדה
354,8,2398,מאיר,כהן-אבידב,זכר,,,42,חבר ועדה
355,8,2309,אסתר,הרליץ,נקבה,,,66,חברת ועדה
356,8,2327,משה,ורטמן,זכר,,,42,חבר ועדה
357,8,2117,חמאד,אבו-רביעה,זכר,,,42,חבר ועדה
358,8,2250,מטילדה,גז,נקבה,,,66,חברת ועדה
359,8,2338,אברהם,זילברברג,זכר,,,42,חבר ועדה
360,8,2382,אביעד,יפה,זכר,,,42,חבר ועדה
361,8,1064,אהוד,אולמרט,זכר,,,42,חבר ועדה
362,8,463,משה,ארנס,זכר,,,42,חבר ועדה
363,8,1064,אהוד,אולמרט,זכר,,,42,חבר ועדה
364,8,1064,אהוד,אולמרט,זכר,,,42,חבר ועדה
365,8,2300,זבולון,המר,זכר,,,42,חבר ועדה
366,8,2652,יצחק,שמיר,זכר,,,42,חבר ועדה
367,8,2652,יצחק,שמיר,זכר,,,42,חבר ועדה
368,8,2117,חמאד,אבו-רביעה,זכר,,,42,חבר ועדה
369,8,2155,ארי,אנקוריון,זכר,,,42,חבר ועדה
370,8,2160,אהרון,אפרת,זכר,,,42,חבר ועדה
371,8,2179,מנחם,בגין,זכר,,,42,חבר ועדה
372,8,2250,מטילדה,גז,נקבה,,,66,חברת ועדה
373,8,2268,צבי,גרשוני,זכר,,,42,חבר ועדה
374,8,2338,אברהם,זילברברג,זכר,,,42,חבר ועדה
375,8,2382,אביעד,יפה,זכר,,,42,חבר ועדה
376,8,2404,קלמן,כהנא,זכר,,,42,חבר ועדה
377,8,2409,אברהם,כץ,זכר,,,42,חבר ועדה
378,8,2409,אברהם,כץ,זכר,,,42,חבר ועדה
379,8,2418,אברהם,לבנבראון,זכר,,,42,חבר ועדה
380,8,2419,איתן,לבני,זכר,,,42,חבר ועדה
381,8,2595,יצחק,רבין,זכר,,,42,חבר ועדה
382,8,2143,שולמית,אלוני,נקבה,,,66,חברת ועדה
383,8,2615,יצחק,רפאל,זכר,,,42,חבר ועדה
384,8,2675,יוסף,תמיר,זכר,,,41,"יו""ר ועדה"
385,8,2168,יורם,ארידור,זכר,,,41,"יו""ר ועדה"
386,8,5955,בן-ציון,קשת,זכר,,,42,חבר ועדה
387,8,5955,בן-ציון,קשת,זכר,,,42,חבר ועדה
388,8,2592,ישראל,קרגמן,זכר,,,41,"יו""ר ועדה"
389,8,2181,יוחנן,בדר,זכר,,,41,"יו""ר ועדה"
390,8,2675,יוסף,תמיר,זכר,,,41,"יו""ר ועדה"
391,8,2155,ארי,אנקוריון,זכר,,,41,"יו""ר ועדה"
392,8,2676,שמואל,תמיר,זכר,,,41,"יו""ר ועדה"
393,8,2162,שושנה,ארבלי-אלמוזלינו,נקבה,,,41,"יו""ר ועדה"
394,8,2615,יצחק,רפאל,זכר,,,41,"יו""ר ועדה"
395,8,2565,חיים יוסף,צדוק,זכר,,,41,"יו""ר ועדה"
396,8,2476,יצחק,נבון,זכר,,,41,"יו""ר ועדה"
397,8,2409,אברהם,כץ,זכר,,,41,"יו""ר ועדה"
398,8,2261,חייקה,גרוסמן,נקבה,,,41,"יו""ר ועדה"
399,8,2202,יהודה,בן-מאיר,זכר,,,43,חבר הכנסת
400,8,2327,משה,ורטמן,זכר,,,30,יושב–ראש הקואליציה
401,8,2122,אבא,אבן,זכר,,,39,שר
402,8,2142,יגאל,אלון,זכר,,,50,סגן ראש הממשלה
403,8,2142,יגאל,אלון,זכר,,,39,שר
404,8,2142,יגאל,אלון,זכר,,,50,סגן ראש הממשלה
405,8,2448,גולדה,מאיר,נקבה,,,45,ראש הממשלה
406,8,2243,יוסף,גולדשמידט,זכר,,,40,סגן שר
407,8,2300,זבולון,המר,זכר,,,40,סגן שר
408,8,2351,בן-ציון,חלפון,זכר,,,40,סגן שר
409,8,2380,גד,יעקבי,זכר,,,40,סגן שר
410,8,2454,ג'בר,מועדי,זכר,,,40,סגן שר
411,8,2655,יהודה,שערי,זכר,,,40,סגן שר
412,8,2150,יוסף-אהרון,אלמוגי,זכר,,,39,שר
413,8,2187,יוסף,בורג,זכר,,,39,שר
414,8,2216,חיים,בר-לב,זכר,,,39,שר
415,8,2233,חיים,גבתי,זכר,,,39,שר
416,8,2233,חיים,גבתי,זכר,,,39,שר
417,8,2257,ישראל,גלילי,זכר,,,39,שר
418,8,2277,משה,דיין,זכר,,,39,שר
419,8,2299,שלמה,הלל,זכר,,,39,שר
420,8,2325,זרח,ורהפטיג,זכר,,,39,שר
421,8,2349,מיכאל,חזני,זכר,,,39,שר
422,8,2513,פנחס,ספיר,זכר,,,39,שר
423,8,2540,נתן,פלד,זכר,,,39,שר
424,8,456,שמעון,פרס,זכר,,,39,שר
425,8,456,שמעון,פרס,זכר,,,39,שר
426,8,2575,משה,קול,זכר,,,39,שר
427,8,2648,ויקטור,שם-טוב,זכר,,,39,שר
428,8,2662,יעקב-שמשון,שפירא,זכר,,,39,שר
429,8,2668,זאב,שרף,זכר,,,39,שר
430,8,2454,ג'בר,מועדי,זכר,,,40,סגן שר
431,8,2615,יצחק,רפאל,זכר,,,39,שר
432,8,2453,אליהו,מויאל,זכר,,,40,סגן שר
433,8,2565,חיים יוסף,צדוק,זכר,,,39,שר
434,8,2224,משה,ברעם,זכר,,,39,שר
435,8,2299,שלמה,הלל,זכר,,,39,שר
436,8,2601,שלמה,רוזן,זכר,,,39,שר
437,8,2595,יצחק,רבין,זכר,,,39,שר
438,8,2595,יצחק,רבין,זכר,,,39,שר
439,8,2595,יצחק,רבין,זכר,,,39,שר
440,8,2595,יצחק,רבין,זכר,,,39,שר
441,8,2595,יצחק,רבין,זכר,,,39,שר
442,8,2119,אהרן,אבוחצירא,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
443,8,2117,חמאד,אבו-רביעה,זכר,367,רשימה ערבית לבדואים וכפריים,54,חבר/ת סיעה
444,8,2117,חמאד,אבו-רביעה,זכר,375,מערך,54,חבר/ת סיעה
445,8,2117,חמאד,אבו-רביעה,זכר,1005,הסיעה לבדואים וכפריים,54,חבר/ת סיעה
446,8,2117,חמאד,אבו-רביעה,זכר,369,הרשימה הערבית המאוחדת,54,חבר/ת סיעה
447,8,2120,אליעזר,אבטבי,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
448,8,2122,אבא,אבן,זכר,375,מערך,54,חבר/ת סיעה
449,8,2126,שניאור זלמן,אברמוב,זכר,355,הליכוד,54,חבר/ת סיעה
450,8,2127,יהודה-מאיר,אברמוביץ,זכר,379,חזית דתית תורתית,54,חבר/ת סיעה
451,8,2127,יהודה-מאיר,אברמוביץ,זכר,361,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים,54,חבר/ת סיעה
452,8,1064,אהוד,אולמרט,זכר,355,הליכוד,54,חבר/ת סיעה
453,8,2144,סיף-אלדין,אלזועבי,זכר,365,קידמה ופיתוח,54,חבר/ת סיעה
454,8,2144,סיף-אלדין,אלזועבי,זכר,375,מערך,54,חבר/ת סיעה
455,8,2144,סיף-אלדין,אלזועבי,זכר,1003,קידמה ופיתוח,54,חבר/ת סיעה
456,8,2144,סיף-אלדין,אלזועבי,זכר,369,הרשימה הערבית המאוחדת,54,חבר/ת סיעה
457,8,2332,עבדול-עזיז,זועבי,זכר,375,מערך,54,חבר/ת סיעה
458,8,2140,צבי,אלדרוטי,זכר,375,מערך,54,חבר/ת סיעה
459,8,2142,יגאל,אלון,זכר,375,מערך,54,חבר/ת סיעה
460,8,2143,שולמית,אלוני,נקבה,359,"ר""ץ",54,חבר/ת סיעה
461,8,2143,שולמית,אלוני,נקבה,998,יעד - תנועה לזכויות האזרח,54,חבר/ת סיעה
462,8,2143,שולמית,אלוני,נקבה,1004,"ר""ץ",54,חבר/ת סיעה
463,8,2146,אריה לובה,אליאב,זכר,375,מערך,54,חבר/ת סיעה
464,8,2146,אריה לובה,אליאב,זכר,995,"חה""כ אריה לובה אליאב",54,חבר/ת סיעה
465,8,2146,אריה לובה,אליאב,זכר,998,יעד - תנועה לזכויות האזרח,54,חבר/ת סיעה
466,8,2146,אריה לובה,אליאב,זכר,1001,סיעה סוציאל-דמוקרטית,54,חבר/ת סיעה
467,8,2146,אריה לובה,אליאב,זכר,1002,סיעה סוציאליסטית עצמאית,54,חבר/ת סיעה
468,8,2148,נסים,אליעד,זכר,387,ליברלים עצמאיים,54,חבר/ת סיעה
469,8,2150,יוסף-אהרון,אלמוגי,זכר,375,מערך,54,חבר/ת סיעה
470,8,2152,עדיאל,אמוראי,זכר,375,מערך,54,חבר/ת סיעה
471,8,2153,יעקב-ז'אק,אמיר,זכר,375,מערך,54,חבר/ת סיעה
472,8,2155,ארי,אנקוריון,זכר,375,מערך,54,חבר/ת סיעה
473,8,2160,אהרון,אפרת,זכר,375,מערך,54,חבר/ת סיעה
474,8,2160,אהרון,אפרת,זכר,999,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
475,8,2160,אהרון,אפרת,זכר,375,מערך,54,חבר/ת סיעה
476,8,2162,שושנה,ארבלי-אלמוזלינו,נקבה,375,מערך,54,חבר/ת סיעה
477,8,2168,יורם,ארידור,זכר,355,הליכוד,54,חבר/ת סיעה
478,8,2169,שמחה,ארליך,זכר,355,הליכוד,54,חבר/ת סיעה
479,8,463,משה,ארנס,זכר,355,הליכוד,54,חבר/ת סיעה
480,8,2176,ידידיה,בארי,זכר,355,הליכוד,54,חבר/ת סיעה
481,8,2179,מנחם,בגין,זכר,355,הליכוד,54,חבר/ת סיעה
482,8,2181,יוחנן,בדר,זכר,355,הליכוד,54,חבר/ת סיעה
483,8,2187,יוסף,בורג,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
484,8,2194,יצחק,בן-אהרן,זכר,375,מערך,54,חבר/ת סיעה
485,8,2202,יהודה,בן-מאיר,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
486,8,2206,מרדכי,בן-פורת,זכר,375,מערך,54,חבר/ת סיעה
487,8,2206,מרדכי,בן-פורת,זכר,997,"חה""כ מרדכי בן-פורת",54,חבר/ת סיעה
488,8,2224,משה,ברעם,זכר,375,מערך,54,חבר/ת סיעה
489,8,2245,יצחק,גולן,זכר,387,ליברלים עצמאיים,54,חבר/ת סיעה
490,8,2250,מטילדה,גז,נקבה,375,מערך,54,חבר/ת סיעה
491,8,2251,אברהם,גיבלבר,זכר,375,מערך,54,חבר/ת סיעה
492,8,2257,ישראל,גלילי,זכר,375,מערך,54,חבר/ת סיעה
493,8,2260,שלמה-יעקב,גרוס,זכר,379,חזית דתית תורתית,54,חבר/ת סיעה
494,8,2260,שלמה-יעקב,גרוס,זכר,361,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים,54,חבר/ת סיעה
495,8,2261,חייקה,גרוסמן,נקבה,375,מערך,54,חבר/ת סיעה
496,8,2261,חייקה,גרוסמן,נקבה,999,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
497,8,2261,חייקה,גרוסמן,נקבה,375,מערך,54,חבר/ת סיעה
498,8,2262,פסח,גרופר,זכר,355,הליכוד,54,חבר/ת סיעה
499,8,2268,צבי,גרשוני,זכר,375,מערך,54,חבר/ת סיעה
500,8,2277,משה,דיין,זכר,375,מערך,54,חבר/ת סיעה
501,8,2283,ליאון,דיציאן,זכר,355,הליכוד,54,חבר/ת סיעה
502,8,2287,מתתיהו,דרובלס,זכר,355,הליכוד,54,חבר/ת סיעה
503,8,2290,יהודה (יודין),דרניצקי,זכר,375,מערך,54,חבר/ת סיעה
504,8,2290,יהודה (יודין),דרניצקי,זכר,999,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
505,8,2290,יהודה (יודין),דרניצקי,זכר,375,מערך,54,חבר/ת סיעה
506,8,2292,גדעון,האוזנר,זכר,387,ליברלים עצמאיים,54,חבר/ת סיעה
507,8,2293,עמוס,הדר,זכר,375,מערך,54,חבר/ת סיעה
508,8,2294,יגאל,הורביץ,זכר,355,הליכוד,54,חבר/ת סיעה
509,8,2296,מנחם,הכהן,זכר,375,מערך,54,חבר/ת סיעה
510,8,2298,בנימין,הלוי,זכר,355,הליכוד,54,חבר/ת סיעה
511,8,2298,בנימין,הלוי,זכר,996,"חה""כ בנימין הלוי",54,חבר/ת סיעה
512,8,2299,שלמה,הלל,זכר,375,מערך,54,חבר/ת סיעה
513,8,2300,זבולון,המר,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
514,8,2309,אסתר,הרליץ,נקבה,375,מערך,54,חבר/ת סיעה
515,8,2319,מאיר,וילנר,זכר,389,הרשימה הקומוניסטית החדשה,54,חבר/ת סיעה
516,8,2319,מאיר,וילנר,זכר,391,חזית דמוקרטית לשלום ולשוויון,54,חבר/ת סיעה
517,8,2324,אברהם,ורדיגר,זכר,379,חזית דתית תורתית,54,חבר/ת סיעה
518,8,2324,אברהם,ורדיגר,זכר,371,המחנה התורתי ­ פועלי אגודת ישראל ודתיים בלתי מפלגתיים,54,חבר/ת סיעה
519,8,2325,זרח,ורהפטיג,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
520,8,2327,משה,ורטמן,זכר,375,מערך,54,חבר/ת סיעה
521,8,2334,תופיק,זיאד,זכר,389,הרשימה הקומוניסטית החדשה,54,חבר/ת סיעה
522,8,2334,תופיק,זיאד,זכר,391,חזית דמוקרטית לשלום ולשוויון,54,חבר/ת סיעה
523,8,2337,הלל,זיידל,זכר,387,ליברלים עצמאיים,54,חבר/ת סיעה
524,8,2337,הלל,זיידל,זכר,355,הליכוד,54,חבר/ת סיעה
525,8,2338,אברהם,זילברברג,זכר,375,מערך,54,חבר/ת סיעה
526,8,2342,דב,זכין,זכר,375,מערך,54,חבר/ת סיעה
527,8,2342,דב,זכין,זכר,999,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
528,8,2342,דב,זכין,זכר,375,מערך,54,חבר/ת סיעה
529,8,2349,מיכאל,חזני,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
530,8,2351,בן-ציון,חלפון,זכר,375,מערך,54,חבר/ת סיעה
531,8,2357,מיכאל,חריש,זכר,375,מערך,54,חבר/ת סיעה
532,8,2363,תופיק,טובי,זכר,389,הרשימה הקומוניסטית החדשה,54,חבר/ת סיעה
533,8,2363,תופיק,טובי,זכר,391,חזית דמוקרטית לשלום ולשוויון,54,חבר/ת סיעה
534,8,2368,מנחם,ידיד,זכר,355,הליכוד,54,חבר/ת סיעה
535,8,2370,אהרן,ידלין,זכר,375,מערך,54,חבר/ת סיעה
536,8,2378,סנטה,יוספטל,נקבה,375,מערך,54,חבר/ת סיעה
537,8,2380,גד,יעקבי,זכר,375,מערך,54,חבר/ת סיעה
538,8,2382,אביעד,יפה,זכר,375,מערך,54,חבר/ת סיעה
539,8,2383,אברהם,יפה,זכר,355,הליכוד,54,חבר/ת סיעה
540,8,2388,אהרן,יריב,זכר,375,מערך,54,חבר/ת סיעה
541,8,2389,ישראל,ישעיהו-שרעבי,זכר,375,מערך,54,חבר/ת סיעה
542,8,2392,גאולה,כהן,נקבה,355,הליכוד,54,חבר/ת סיעה
543,8,2394,יגאל,כהן,זכר,355,הליכוד,54,חבר/ת סיעה
544,8,2404,קלמן,כהנא,זכר,379,חזית דתית תורתית,54,חבר/ת סיעה
545,8,2404,קלמן,כהנא,זכר,371,המחנה התורתי ­ פועלי אגודת ישראל ודתיים בלתי מפלגתיים,54,חבר/ת סיעה
546,8,2398,מאיר,כהן-אבידב,זכר,355,הליכוד,54,חבר/ת סיעה
547,8,2409,אברהם,כץ,זכר,355,הליכוד,54,חבר/ת סיעה
548,8,2415,משה,כרמל,זכר,375,מערך,54,חבר/ת סיעה
549,8,2418,אברהם,לבנבראון,זכר,389,הרשימה הקומוניסטית החדשה,54,חבר/ת סיעה
550,8,2418,אברהם,לבנבראון,זכר,391,חזית דמוקרטית לשלום ולשוויון,54,חבר/ת סיעה
551,8,2419,איתן,לבני,זכר,355,הליכוד,54,חבר/ת סיעה
552,8,536,דוד,לוי,זכר,355,הליכוד,54,חבר/ת סיעה
553,8,2429,שלום,לוין,זכר,375,מערך,54,חבר/ת סיעה
554,8,2431,שלמה,לורינץ,זכר,379,חזית דתית תורתית,54,חבר/ת סיעה
555,8,2431,שלמה,לורינץ,זכר,361,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים,54,חבר/ת סיעה
556,8,2437,אמנון,לין,זכר,355,הליכוד,54,חבר/ת סיעה
557,8,2438,ציטה,לינקר,נקבה,355,הליכוד,54,חבר/ת סיעה
558,8,2442,חיים,לנדאו,זכר,355,הליכוד,54,חבר/ת סיעה
559,8,2446,יחיאל,לקט,זכר,375,מערך,54,חבר/ת סיעה
560,8,2448,גולדה,מאיר,נקבה,375,מערך,54,חבר/ת סיעה
561,8,2450,בועז,מואב,זכר,359,"ר""ץ",54,חבר/ת סיעה
562,8,2450,בועז,מואב,זכר,998,יעד - תנועה לזכויות האזרח,54,חבר/ת סיעה
563,8,2450,בועז,מואב,זכר,1004,"ר""ץ",54,חבר/ת סיעה
564,8,2451,יצחק,מודעי,זכר,355,הליכוד,54,חבר/ת סיעה
565,8,2453,אליהו,מויאל,זכר,375,מערך,54,חבר/ת סיעה
566,8,2454,ג'בר,מועדי,זכר,365,קידמה ופיתוח,54,חבר/ת סיעה
567,8,2454,ג'בר,מועדי,זכר,375,מערך,54,חבר/ת סיעה
568,8,2454,ג'בר,מועדי,זכר,1003,קידמה ופיתוח,54,חבר/ת סיעה
569,8,2454,ג'בר,מועדי,זכר,369,הרשימה הערבית המאוחדת,54,חבר/ת סיעה
570,8,2466,אברהם,מלמד,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
571,8,2476,יצחק,נבון,זכר,375,מערך,54,חבר/ת סיעה
572,8,2477,עקיבא,נוף,זכר,355,הליכוד,54,חבר/ת סיעה
573,8,2477,עקיבא,נוף,זכר,1000,מרכז חופשי,54,חבר/ת סיעה
574,8,2487,אורה,נמיר,נקבה,375,מערך,54,חבר/ת סיעה
575,8,2489,משה,נסים,זכר,355,הליכוד,54,חבר/ת סיעה
576,8,2490,אמל,נסראלדין,זכר,355,הליכוד,54,חבר/ת סיעה
577,8,2513,פנחס,ספיר,זכר,375,מערך,54,חבר/ת סיעה
578,8,2520,אברהם,עופר,זכר,375,מערך,54,חבר/ת סיעה
579,8,2535,עוזי,פיינרמן,זכר,375,מערך,54,חבר/ת סיעה
580,8,2543,יחזקאל,פלומין,זכר,355,הליכוד,54,חבר/ת סיעה
581,8,2547,מאיר,פעיל,זכר,385,מוקד,54,חבר/ת סיעה
582,8,2549,מנחם,פרוש,זכר,379,חזית דתית תורתית,54,חבר/ת סיעה
583,8,2552,מרשה,פרידמן,נקבה,359,"ר""ץ",54,חבר/ת סיעה
584,8,2552,מרשה,פרידמן,נקבה,998,יעד - תנועה לזכויות האזרח,54,חבר/ת סיעה
585,8,2552,מרשה,פרידמן,נקבה,1001,סיעה סוציאל-דמוקרטית,54,חבר/ת סיעה
586,8,2552,מרשה,פרידמן,נקבה,1002,סיעה סוציאליסטית עצמאית,54,חבר/ת סיעה
587,8,2553,שמחה,פרידמן,זכר,357,מפלגה דתית לאומית,54,חבר/ת סיעה
588,8,2556,יעקב,פרנק,זכר,375,מערך,54,חבר/ת סיעה
589,8,456,שמעון,פרס,זכר,375,מערך,54,חבר/ת סיעה
590,8,2558,יצחק,פרץ,זכר,355,הליכוד,54,חבר/ת סיעה
591,8,2560,גדעון,פת,זכר,355,הליכוד,54,חבר/ת סיעה
592,8,2565,חיים יוסף,צדוק,זכר,375,מערך,54,חבר/ת סיעה
593,8,2575,משה,קול,זכר,387,ליברלים עצמאיים,54,חבר/ת סיעה
594,8,2577,חיים,קופמן,זכר,355,הליכוד,54,חבר/ת סיעה
595,8,2579,דוד,קורן,זכר,375,מערך,54,חבר/ת סיעה
596,8,2581,חיים,קורפו,זכר,355,הליכוד,54,חבר/ת סיעה
597,8,2591,נוזהת,קצב,נקבה,375,מערך,54,חבר/ת סיעה
598,8,2592,ישראל,קרגמן,זכר,375,מערך,54,חבר/ת סיעה
599,8,2593,יוסף,קרמרמן,זכר,355,הליכוד,54,חבר/ת סיעה
600,8,5955,בן-ציון,קשת,זכר,355,הליכוד,54,חבר/ת סיעה
